Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Female 0 — 4,Female 5 — 11,Female 12 — 17,Female 5 — 17,Female 18 — 59,Female 60,f_other,Female total,Male 0 — 4,Male 5 — 11,Male 12 — 17,Male 5 — 17,Male 18 — 59,Male 60,Male total,m_other,Total
2019,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,163,261,144,,536,43,,1147,170,284,173,,545,53,1225,,2372
2019,Syrian Arab Rep.,SYR,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,0,0,,0,0,,0,0,0,0,,24,0,24,,24
2019,Syrian Arab Rep.,SYR,Senegal,SEN,0,0,0,,0,0,,0,0,0,6,,8,0,14,,14
2019,Syrian Arab Rep.,SYR,Somalia,SOM,11,14,16,,53,0,,94,7,25,6,,128,6,172,,266
2019,Syrian Arab Rep.,SYR,Spain,ESP,0,0,0,,0,0,,1190,0,0,0,,0,0,1615,,2805
2019,Syrian Arab Rep.,SYR,Sudan,SDN,3441,8921,5519,,22940,1323,,42144,3620,10253,6169,,29793,1516,51351,,93495
2019,Syrian Arab Rep.,SYR,Slovenia,SVN,0,0,0,,0,0,,5,0,0,0,,0,0,10,,15
2019,Syrian Arab Rep.,SYR,Sweden,SWE,0,0,0,,0,0,,922,0,0,0,,0,0,1304,,2226
2019,Syrian Arab Rep.,SYR,Switzerland,CHE,521,746,481,,2358,253,,4359,499,849,565,,3040,194,5147,,9506
2019,Syrian Arab Rep.,SYR,United Rep. of Tanzania,TZA,0,0,0,,0,0,,0,0,0,5,,28,0,33,,33
2019,Syrian Arab Rep.,SYR,Thailand,THA,5,7,6,,29,5,,52,8,7,6,,149,5,175,,227
2019,Syrian Arab Rep.,SYR,Togo,TGO,0,0,0,,0,0,,0,0,0,0,,11,0,17,,17
2019,Syrian Arab Rep.,SYR,Tunisia,TUN,58,136,91,,327,44,,656,66,134,89,,394,43,726,,1382
2019,Syrian Arab Rep.,SYR,Turkey,TUR,285668,322983,179668,,799852,56910,,1645081,305587,343537,204763,,1024856,52546,1931289,,3576370
2019,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,313,794,484,,1671,109,,3371,329,856,522,,1724,117,3548,,6919
2019,Syrian Arab Rep.,SYR,Uganda,UGA,0,0,0,,0,0,,0,0,0,0,,16,0,16,,16
2019,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,5,,20,0,,96,0,0,0,,136,0,527,,623
2019,Syrian Arab Rep.,SYR,Uruguay,URY,0,5,6,,17,0,,28,0,8,9,,21,0,38,,66
2019,Syrian Arab Rep.,SYR,Venezuela (Bolivarian Republic of),VEN,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2019,Syrian Arab Rep.,SYR,Yemen,YEM,32,381,297,,1081,74,,1865,34,432,301,,1197,129,2093,,3958
2019,Syrian Arab Rep.,SYR,Zambia,ZMB,0,5,0,,0,0,,5,0,0,0,,15,0,15,,20
